Date,Open,High,Low,Close,Adj Close,Volume,RSI(7),position
2015-01-13,90.80000305175781,90.97000122070312,88.93000030517578,89.30999755859375,74.26736450195312,8215400,66.86520526073593,0.0
2015-01-14,87.6500015258789,88.5199966430664,86.5,86.61000061035156,72.02214050292969,11954300,40.78267428736061,0.0
2015-01-15,87.0,87.77999877929688,86.69999694824219,87.37999725341797,72.66246032714844,9412700,47.58527817659695,0.0
2015-01-16,87.19999694824219,87.45999908447266,86.2300033569336,86.7699966430664,72.15519714355469,8408900,43.01792991838503,0.0
2015-01-20,86.81999969482422,87.69999694824219,85.55000305175781,86.69000244140625,72.0886459350586,7853100,42.3953646073967,0.0
2015-01-21,86.0999984741211,86.91000366210938,85.70999908447266,86.63999938964844,72.0470962524414,8173800,41.95259375943387,0.0
2015-01-22,87.2300033569336,88.4000015258789,86.86000061035156,88.30000305175781,73.42748260498047,7123800,58.67045164166,0.0
2015-01-23,88.41999816894531,89.26000213623047,87.88999938964844,88.51000213623047,73.60212707519531,7565800,60.35558757932299,0.0
2015-01-26,88.30999755859375,89.16000366210938,88.12000274658203,88.62999725341797,73.70186614990234,4666700,61.40465210990043,0.0
2015-01-27,88.27999877929688,88.45999908447266,87.26000213623047,87.52999877929688,72.78718566894531,6020500,47.85999135274563,0.0
2015-01-28,88.0199966430664,88.2300033569336,86.7699966430664,86.81999969482422,72.19676971435547,5936800,41.042653952769584,0.0
2015-01-29,87.06999969482422,87.72000122070312,86.2699966430664,87.72000122070312,72.9451904296875,6522800,51.301333980438294,0.0
2015-01-30,86.77999877929688,87.36000061035156,84.9000015258789,84.9800033569336,70.66668701171875,10280200,31.706108418056527,0.0
2015-02-02,84.79000091552734,85.87000274658203,83.93000030517578,85.70999908447266,71.27372741699219,6927200,38.95376156856474,0.0
2015-02-03,85.83000183105469,86.52999877929688,85.66000366210938,86.19000244140625,71.67286682128906,8283500,43.54948802972848,0.0
2015-02-04,86.11000061035156,87.04000091552734,86.0,86.6500015258789,72.05538940429688,8932300,47.932023551785136,0.0
2015-02-05,87.11000061035156,87.36000061035156,86.55999755859375,87.27999877929688,72.57927703857422,5090800,53.67811180817973,0.0
2015-02-06,87.26000213623047,88.0,86.77999877929688,87.33000183105469,72.62089538574219,5617600,54.14668450616542,0.0
2015-02-09,86.97000122070312,87.19000244140625,85.63999938964844,85.91000366210938,71.44004821777344,5456200,40.555002103954926,0.0
2015-02-10,86.62000274658203,87.41000366210938,86.41999816894531,87.29000091552734,72.58760070800781,5732100,53.72498342215986,0.0
2015-02-11,86.62999725341797,87.12000274658203,85.91999816894531,86.33999633789062,71.79761505126953,5853100,45.60942028738536,0.0
2015-02-12,86.55999755859375,86.68000030517578,85.2300033569336,85.88999938964844,71.42342376708984,6941600,42.09537455752777,0.0
2015-02-13,85.83999633789062,86.16000366210938,85.31999969482422,85.80999755859375,71.35687255859375,5597000,41.43325103609243,0.0
2015-02-17,85.43000030517578,85.97000122070312,84.97000122070312,85.95999908447266,71.48162841796875,5087200,43.381331231951926,0.0
2015-02-18,85.95999908447266,86.30000305175781,85.5199966430664,86.29000091552734,71.75601196289062,6032700,47.834853309734186,0.0
2015-02-19,84.5,84.80000305175781,83.38999938964844,83.5199966430664,69.45259094238281,18646800,27.020898136259145,0.0
