Date,Open,High,Low,Close,Adj Close,Volume,RSI(7),position
2015-01-13,90.77999877929688,91.5,89.7699966430664,90.30000305175781,70.30818176269531,6727100,50.28946964794747,0.0
2015-01-14,89.7300033569336,90.16000366210938,89.43000030517578,89.98999786376953,70.06678771972656,6418200,44.0425506862941,0.0
2015-01-15,90.48999786376953,90.5,89.33999633789062,89.86000061035156,69.96556091308594,6768200,41.51935234072703,0.0
2015-01-16,89.94999694824219,91.33999633789062,89.87000274658203,91.25,71.0478515625,8815700,65.89395391614495,0.0
2015-01-20,91.25,91.79000091552734,90.5,91.19000244140625,71.00114440917969,9869900,64.53933970238666,0.0
2015-01-21,90.4000015258789,91.19000244140625,89.62999725341797,90.7300033569336,71.14541625976562,6974500,54.51499064598508,0.0
2015-01-22,91.04000091552734,91.69000244140625,89.87000274658203,91.62000274658203,71.84330749511719,7211200,66.32235386696583,0.0
2015-01-23,91.16999816894531,91.19000244140625,89.94999694824219,90.08000183105469,70.63573455810547,6745700,43.51752276907176,0.0
2015-01-26,89.94999694824219,89.94999694824219,88.73999786376953,89.58000183105469,70.24363708496094,9371700,38.50271696043139,0.0
2015-01-27,87.0999984741211,87.20999908447266,86.0199966430664,86.48999786376953,67.82064056396484,14417400,21.029898736815685,0.0
2015-01-28,86.62999725341797,86.91000366210938,85.01000213623047,85.1500015258789,66.76988220214844,14033400,17.103106334921975,1.0
2015-01-29,85.77999877929688,86.11000061035156,85.1500015258789,85.66999816894531,67.1776351928711,12054500,23.56468366151844,1.0
2015-01-30,85.08999633789062,85.22000122070312,84.25,84.29000091552734,66.09552001953125,14685300,18.983301621301035,1.0
2015-02-02,84.58000183105469,85.13999938964844,83.68000030517578,85.12000274658203,66.74637603759766,10278700,28.708929509476874,1.0
2015-02-03,85.94999694824219,86.0,85.12000274658203,85.94999694824219,67.39720916748047,10747900,37.466765340972486,1.0
2015-02-04,85.88999938964844,86.4800033569336,85.55000305175781,85.79000091552734,67.27173614501953,9212800,36.459478723288626,0.0
2015-02-05,86.23999786376953,86.77999877929688,86.0999984741211,86.69999694824219,67.98531341552734,6531300,46.0787822788071,0.0
2015-02-06,86.55999755859375,86.61000061035156,85.1500015258789,85.61000061035156,67.13062286376953,8429800,38.03273250287875,0.0
2015-02-09,85.30999755859375,85.43000030517578,84.58999633789062,85.05000305175781,66.69146728515625,8811500,34.42928942985981,0.0
2015-02-10,85.33000183105469,85.56999969482422,84.81999969482422,85.38999938964844,66.95807647705078,7059300,38.553067094294825,0.0
2015-02-11,85.94999694824219,86.19999694824219,85.1500015258789,85.63999938964844,67.1541519165039,7184600,41.698480853730366,0.0
2015-02-12,86.05999755859375,86.1500015258789,85.41000366210938,86.02999877929688,67.4599380493164,6074600,46.667181330575445,0.0
2015-02-13,86.02999877929688,86.1500015258789,85.5,85.9000015258789,67.35800170898438,6272000,45.17014790365776,0.0
2015-02-17,86.05999755859375,86.05999755859375,85.0,85.48999786376953,67.0364990234375,10310400,40.40127894001258,0.0
2015-02-18,85.76000213623047,86.38999938964844,85.5199966430664,86.26000213623047,67.64029693603516,8132300,51.59775950593757,0.0
2015-02-19,86.11000061035156,86.30000305175781,85.05000305175781,85.20999908447266,66.81694030761719,7271600,39.72497808002328,0.0
2015-02-20,84.94999694824219,85.05000305175781,84.19000244140625,84.87000274658203,66.5503158569336,9581300,36.54798994403518,0.0
2015-02-23,84.95999908447266,85.5,84.6500015258789,85.38999938964844,66.95807647705078,7919200,44.471872750735116,0.0
2015-02-24,85.51000213623047,85.73999786376953,85.01000213623047,85.5,67.0443344116211,6502200,46.132087062879755,0.0
2015-02-25,85.69999694824219,85.80000305175781,85.23999786376953,85.45999908447266,67.01298522949219,5975800,45.55425491448711,0.0
2015-02-26,85.41999816894531,85.76000213623047,84.88999938964844,85.16999816894531,66.78558349609375,7964500,41.190395174172174,0.0
2015-02-27,85.0199966430664,85.37999725341797,84.56999969482422,85.12999725341797,66.75419616699219,7685000,40.565062194142826,0.0
2015-03-02,85.12999725341797,85.41000366210938,84.83999633789062,85.41000366210938,66.97378540039062,7235200,47.12111568762242,0.0
