Date,Open,High,Low,Close,Adj Close,Volume,RSI(7),position
2015-01-13,39.11000061035156,39.22999954223633,38.38999938964844,38.849998474121094,32.65388107299805,6462100,35.73510701300314,0.0
2015-01-14,38.52000045776367,39.91999816894531,38.47999954223633,39.849998474121094,33.494388580322266,6969700,51.47851995037187,0.0
2015-01-15,40.20000076293945,40.43000030517578,39.540000915527344,40.09000015258789,33.696109771728516,6798800,54.59315719549708,0.0
2015-01-16,40.099998474121094,40.400001525878906,39.47999954223633,40.36000061035156,33.923065185546875,3809500,58.12143097815428,0.0
2015-01-20,40.56999969482422,40.75,40.029998779296875,40.310001373291016,33.88102340698242,4750600,57.16182547917319,0.0
2015-01-21,40.09000015258789,40.779998779296875,39.970001220703125,40.709999084472656,34.21722412109375,3787300,62.88168772135673,0.0
2015-01-22,40.959999084472656,41.20000076293945,40.47999954223633,41.099998474121094,34.54502868652344,4349500,67.77595692603747,0.0
2015-01-23,41.0,41.52000045776367,40.900001525878906,41.27000045776367,34.68791961669922,3612300,69.8009771913034,0.0
2015-01-26,41.27000045776367,41.54999923706055,40.79999923706055,41.310001373291016,34.7215461730957,3614600,70.31310325435275,0.0
2015-01-27,41.06999969482422,41.20000076293945,40.5099983215332,41.060001373291016,34.511417388916016,3786200,62.57552019780023,-1.0
2015-01-28,41.20000076293945,41.20000076293945,40.130001068115234,40.18000030517578,33.771766662597656,4258000,43.098540808357356,0.0
2015-01-29,40.16999816894531,40.27000045776367,39.470001220703125,40.209999084472656,33.796974182128906,5868300,43.794309048190925,0.0
2015-01-30,41.4900016784668,42.0,38.88999938964844,39.040000915527344,32.813575744628906,10232900,28.138615523957622,0.0
2015-02-02,39.040000915527344,39.599998474121094,38.5099983215332,39.56999969482422,33.2590446472168,5855600,39.55771781197551,1.0
2015-02-03,39.72999954223633,39.810001373291016,38.77000045776367,38.869998931884766,32.670684814453125,7087500,31.776999337368157,0.0
2015-02-04,38.869998931884766,39.619998931884766,38.86000061035156,39.25,32.99008560180664,4730100,39.334270286550414,0.0
2015-02-05,39.310001373291016,40.040000915527344,39.310001373291016,40.02000045776367,33.63728332519531,3310500,51.92397821612633,0.0
2015-02-06,40.099998474121094,40.27000045776367,39.599998474121094,39.7599983215332,33.41875076293945,3081800,47.999836277658126,0.0
2015-02-09,39.540000915527344,39.90999984741211,39.43000030517578,39.77000045776367,33.42715835571289,2916200,48.17561792087702,0.0
2015-02-10,40.0,40.790000915527344,39.849998474121094,40.709999084472656,34.21722412109375,3503700,62.189594499206066,0.0
2015-02-11,40.709999084472656,40.880001068115234,40.04999923706055,40.22999954223633,33.81379318237305,2928400,53.56106390233262,0.0
2015-02-12,40.20000076293945,40.81999969482422,40.04999923706055,40.790000915527344,34.28447341918945,3410600,60.93789471594799,0.0
2015-02-13,40.7400016784668,41.150001525878906,40.52000045776367,40.70000076293945,34.208824157714844,3519600,59.17539257743255,0.0
2015-02-17,40.66999816894531,41.0,40.2400016784668,40.630001068115234,34.149993896484375,2637000,57.66206791323893,0.0
2015-02-18,40.810001373291016,41.119998931884766,40.349998474121094,41.119998931884766,34.56184768676758,2756000,64.97670514928387,0.0
2015-02-19,41.27000045776367,41.540000915527344,40.900001525878906,41.34000015258789,34.74674987792969,3581800,67.883221807933,0.0
2015-02-20,41.2400016784668,41.70000076293945,40.79999923706055,41.66999816894531,35.02411651611328,4044000,71.95598398572781,0.0
2015-02-23,41.68000030517578,41.81999969482422,41.31999969482422,41.470001220703125,34.85602951049805,2660500,66.0350475018131,-1.0
