Date,Open,High,Low,Close,Adj Close,Volume,RSI(7),position
2015-01-13,103.94000244140625,105.5999984741211,101.83999633789062,103.06999969482422,90.22065734863281,3856500,62.191631929623384,0.0
2015-01-14,101.61000061035156,103.4800033569336,101.18000030517578,103.33000183105469,90.4482650756836,4725600,63.8668523506862,0.0
2015-01-15,103.55999755859375,104.58999633789062,103.12999725341797,104.45999908447266,91.4373779296875,5888900,70.49543285383913,0.0
2015-01-16,104.5,106.0,103.6500015258789,105.7699966430664,92.58404541015625,6045500,76.36071560148073,-1.0
2015-01-20,106.19999694824219,106.37999725341797,104.5,105.62000274658203,92.45277404785156,6526800,74.38539643428962,-1.0
2015-01-21,106.5199966430664,109.44999694824219,105.62000274658203,109.31999969482422,95.6915054321289,8293700,85.31660727681434,-1.0
2015-01-22,109.75,114.12000274658203,109.33000183105469,113.8499984741211,99.65675354003906,8055200,90.87744826070849,-1.0
2015-01-23,113.63999938964844,114.31999969482422,112.0,112.0,98.03739929199219,5256000,76.9860442714814,-1.0
2015-01-26,112.0,112.0,110.76000213623047,111.61000061035156,97.6960220336914,4203400,74.19662674413142,-1.0
2015-01-27,110.94999694824219,111.25,109.91999816894531,110.01000213623047,96.29550170898438,4718300,63.230988328838926,-1.0
2015-01-28,110.56999969482422,110.87999725341797,108.44999694824219,108.45999908447266,94.93872833251953,6633500,54.18084765645759,0.0
2015-01-29,108.1500015258789,109.58000183105469,106.73999786376953,109.38999938964844,95.75276947021484,4912300,58.35340388911997,0.0
2015-01-30,108.62000274658203,109.38999938964844,106.13999938964844,106.25,93.00421905517578,5397500,42.94752312521463,0.0
2015-02-02,106.7300033569336,107.33999633789062,105.06999969482422,107.29000091552734,93.9145736694336,4657100,48.22902710922741,0.0
2015-02-03,107.3499984741211,108.0,106.5199966430664,107.80999755859375,94.3697280883789,4192600,50.881447025092356,0.0
2015-02-04,106.83000183105469,108.73999786376953,106.75,107.91999816894531,94.46603393554688,4768900,51.49476530445651,0.0
2015-02-05,108.31999969482422,109.80999755859375,108.31999969482422,108.81999969482422,95.25382995605469,3297700,56.6603627326694,0.0
2015-02-06,108.58999633789062,109.4000015258789,107.19000244140625,107.5999984741211,94.18592071533203,3661400,48.49311324079265,0.0
2015-02-09,106.93000030517578,107.23999786376953,106.27999877929688,106.48999786376953,93.21430206298828,3909700,42.05801751600554,0.0
2015-02-10,107.26000213623047,109.45999908447266,107.12999725341797,108.97000122070312,95.38513946533203,5437400,56.9492720024983,0.0
2015-02-11,108.7300033569336,110.05999755859375,108.37999725341797,109.8499984741211,96.15542602539062,3798500,61.089123705734906,0.0
2015-02-12,110.69999694824219,110.77999877929688,108.83000183105469,109.83999633789062,96.14667510986328,3378000,61.01132489132957,0.0
2015-02-13,109.69000244140625,109.83999633789062,108.68000030517578,109.44000244140625,95.7965316772461,3727600,57.589485134823306,0.0
2015-02-17,109.33999633789062,109.76000213623047,108.5199966430664,109.76000213623047,96.0766372680664,3430600,59.69911739768654,0.0
2015-02-18,109.76000213623047,110.22000122070312,108.94999694824219,109.7699966430664,96.08540344238281,2958700,59.772032903830045,0.0
2015-02-19,109.54000091552734,110.36000061035156,109.44000244140625,110.02999877929688,96.31298065185547,2674800,61.866046542744726,0.0
2015-02-20,109.95999908447266,112.81999969482422,109.44000244140625,112.62000274658203,98.5801010131836,4647100,76.23983347001467,0.0
2015-02-23,112.98999786376953,116.48999786376953,112.8499984741211,116.4000015258789,101.88887023925781,7060000,85.52794725498111,-1.0
